brand,country,month,gamma_fit
TFRIZ,Hogwarts,10.0,"(0.800429251352163, -3.447580038035984e-30, 0.05365676059164563)"
TFRIZ,Hogwarts,11.0,"(0.7266445549067395, -3.913781955735702e-32, 0.05203357572342296)"
TFRIZ,Hogwarts,12.0,"(0.83083631425596, -1.6219578290572894e-30, 0.04221008373572127)"
TFRIZ,Latveria,1.0,"(0.6177213351155187, -7.363961215160097e-27, 0.062498293433528196)"
TFRIZ,Latveria,2.0,"(0.8690969140844775, -5.0761927073819775e-28, 0.05320147355956377)"
TFRIZ,Latveria,3.0,"(0.8889508199997027, -6.102695601051618e-27, 0.050127507920198204)"
TFRIZ,Latveria,4.0,"(0.9016093827231639, -1.2861689330595942e-30, 0.041294045450303546)"
TFRIZ,Latveria,5.0,"(1.1757890942340834, -0.0003394869181240933, 0.04211592232051606)"
TFRIZ,Latveria,6.0,"(0.6503430276111369, -1.1147070679854106e-26, 0.0774773045001974)"
TFRIZ,Latveria,7.0,"(0.8811277239208759, -1.7231940775889777e-28, 0.05178353010755091)"
TFRIZ,Latveria,8.0,"(0.698348929838805, -5.965810560754099e-30, 0.10733538111176077)"
TFRIZ,Latveria,9.0,"(1.2431918872345642, -0.000369585549981549, 0.03770924468651529)"
TFRIZ,Latveria,10.0,"(1.2410015761265578, -0.0005717584655196685, 0.038063620960165745)"
TFRIZ,Latveria,11.0,"(0.7025665629853619, -8.864704042053787e-30, 0.05141770585665478)"
TFRIZ,Latveria,12.0,"(0.4310246737462269, -3.6004784442113686e-31, 0.09217036958493813)"
TFRIZ,Narnia,1.0,"(63.08475552312608, -0.0766364996039478, 0.001964560165351156)"
TFRIZ,Narnia,2.0,"(0.6873379151197856, -4.70258808747917e-27, 0.07210543866832617)"
TFRIZ,Narnia,3.0,"(3.7838430824170572, 0.00986128301656767, 0.00949832715078271)"
TFRIZ,Narnia,4.0,"(12.32405105321784, -0.0042819566185429946, 0.004463353881091712)"
TFRIZ,Narnia,5.0,"(31.150618296931768, -0.038557175477908344, 0.002854417955500556)"
TFRIZ,Narnia,6.0,"(144.59398858172477, -0.12232412618451494, 0.0011687300518949569)"
TFRIZ,Narnia,7.0,"(43.8853650587492, -0.03911148196886417, 0.001920293311679996)"
TFRIZ,Narnia,8.0,"(0.6010934969506752, -4.0116844037863397e-29, 0.07876415525079541)"
TFRIZ,Narnia,9.0,"(16.35816921878127, -0.0037220678112157564, 0.0030708628510166956)"
TFRIZ,Narnia,10.0,"(24.033510926533744, -0.028008059973503547, 0.0030459883058437266)"
TFRIZ,Narnia,11.0,"(8.217595372376186, 0.01328951129478266, 0.004109392594697572)"
TFRIZ,Narnia,12.0,"(7.120152853423815, -0.003689082449565918, 0.007854874352661786)"
TFRIZ,Panem,1.0,"(0.32557875631125344, -7.152002371032381e-29, 1.790563647319933)"
TFRIZ,Panem,2.0,"(2.2452281983345452, -0.0023783848274361585, 0.023328856353980614)"
TFRIZ,Panem,3.0,"(2.3559371742179573, -0.004989308166155827, 0.021411313851938462)"
TFRIZ,Panem,4.0,"(2.571246200246865, -0.006615423076786307, 0.02201876395626845)"
TFRIZ,Panem,5.0,"(9.440189979513551, -0.04295105572116771, 0.009936082856766022)"
TFRIZ,Panem,6.0,"(2.4553257468897574, -0.006165338802906278, 0.022378121234033262)"
TFRIZ,Panem,7.0,"(1.9723347756411296, -0.0025540628790720887, 0.023662804837905234)"
TFRIZ,Panem,8.0,"(1.7330691786602026, -0.001017419629203512, 0.027218722709816706)"
TFRIZ,Panem,9.0,"(1.954907936541245, -0.002939380769751307, 0.025575594688265944)"
TFRIZ,Panem,10.0,"(2.6098656542356364, -0.004476657929909865, 0.019331837152862755)"
TFRIZ,Panem,11.0,"(2.621996302678318, -0.007680782674963332, 0.02109067773428118)"
TFRIZ,Panem,12.0,"(2.2738958215136282, -0.003133958150254721, 0.025810038494774937)"
TFRIZ,Prydain,1.0,"(0.09361549817289538, -1.2661175488196871e-30, 0.13902249428975558)"
TFRIZ,Prydain,2.0,"(0.889511338925274, -4.708869331279347e-29, 0.19482862604419526)"
TFRIZ,Prydain,3.0,"(0.22587687683158392, -6.1508361563857246e-30, 0.12659899788987142)"
TFRIZ,Prydain,4.0,"(0.0780849149684639, -8.37661255058779e-30, 0.030590049282103612)"
TFRIZ,Prydain,5.0,"(0.05505576142150537, -7.394700015920795e-30, 0.14819632282788114)"
TFRIZ,Prydain,6.0,"(0.25691073880086446, -1.816800741492601e-30, 0.12154300986144331)"
TFRIZ,Prydain,7.0,"(0.8772134007829198, -2.025226087504734e-32, 0.15898909907874828)"
TFRIZ,Prydain,8.0,"(0.07988538189434669, -7.29469891611894e-30, 0.18190841412835362)"
TFRIZ,Prydain,9.0,"(0.24999509445601942, -2.3238800309539816e-29, 0.044618527798371124)"
TFRIZ,Prydain,10.0,"(0.19831276505172482, -1.6253553424432677e-29, 0.12117482364418612)"
TFRIZ,Prydain,11.0,"(0.11397696856193429, -1.0098665388947753e-29, 0.06265530380962761)"
TFRIZ,Prydain,12.0,"(0.2894695295893391, -1.2471343739362131e-29, 0.13223218546728432)"
TFRIZ,Qarth,1.0,"(0.20897869842769684, -5.37263928198765e-26, 0.07242935412706045)"
TFRIZ,Qarth,2.0,"(0.9587103173420375, -2.0646159270943067e-23, 0.05158887470292886)"
TFRIZ,Qarth,3.0,"(0.5636533343759578, -2.7076169720833536e-27, 0.04705243952917791)"
TFRIZ,Qarth,4.0,"(0.8328114450672424, -7.136910142896502e-28, 0.03833453226950724)"
TFRIZ,Qarth,5.0,"(0.8687720565047271, -4.5930346454618675e-27, 0.045077142067459164)"
TFRIZ,Qarth,6.0,"(0.6430236668610403, -3.617033828907618e-29, 0.04329400103139809)"
TFRIZ,Qarth,7.0,"(0.7681841897203077, -5.290548218633313e-28, 0.045655992520828734)"
TFRIZ,Qarth,8.0,"(0.2524342850880801, -2.3330054790202286e-29, 0.0584404712025917)"
TFRIZ,Qarth,9.0,"(0.6856415146263425, -9.547998142594447e-26, 0.040389601413716884)"
TFRIZ,Qarth,10.0,"(0.44095736281781606, -2.2757214263720342e-24, 0.07312770788422043)"
TFRIZ,Qarth,11.0,"(0.897671519270566, -1.488562362430279e-26, 0.04032033946812687)"
TFRIZ,Qarth,12.0,"(0.4249055765686822, -4.616229424000816e-27, 0.06377721461593314)"
TFRIZ,Sokovia,1.0,"(0.6632886793663941, -7.733458483036852e-31, 0.04986963331367697)"
TFRIZ,Sokovia,2.0,"(0.7453441000929031, -3.7216974022172396e-29, 0.041114778616955075)"
TFRIZ,Sokovia,3.0,"(0.7176890567472138, -1.4625335951054054e-29, 0.03258267733079033)"
TFRIZ,Sokovia,4.0,"(0.29009455507982224, -5.348799765085671e-30, 0.07181098273811701)"
TFRIZ,Sokovia,5.0,"(0.5917151351843817, -9.224947123342426e-31, 0.0793767891974062)"
TFRIZ,Sokovia,6.0,"(0.38053579825341965, -1.0037954667239418e-30, 0.048831001577975736)"
TFRIZ,Sokovia,7.0,"(0.5889594090402842, -7.099177844501419e-30, 0.05093771210198296)"
TFRIZ,Sokovia,8.0,"(0.4712575593678372, -7.156305987077237e-28, 0.031017785375183314)"
TFRIZ,Sokovia,9.0,"(0.5561007395620564, -3.517989570513108e-30, 0.0425383261667784)"
TFRIZ,Sokovia,10.0,"(0.31852616463417205, -1.7239840819944072e-31, 0.038145749514373814)"
TFRIZ,Sokovia,11.0,"(0.4633885693124786, -2.0426134938672977e-30, 0.0524678758098388)"
TFRIZ,Sokovia,12.0,"(0.3252834707444491, -1.2998104800892156e-28, 0.06226799012158983)"
TFRIZ,Themyscira,1.0,"(0.29592764550100403, -8.758984767158716e-29, 0.046415418575478026)"
TFRIZ,Themyscira,2.0,"(0.32843078480323784, -2.631305302091698e-29, 0.05875261671378543)"
TFRIZ,Themyscira,3.0,"(0.7318988147300245, -1.6311784342806094e-30, 0.0429748604646604)"
TFRIZ,Themyscira,4.0,"(0.26703813529946535, -2.4483080106685353e-29, 0.04993691674670733)"
TFRIZ,Themyscira,5.0,"(0.4428583394464213, -1.566929848852576e-29, 0.046940683316488)"
TFRIZ,Themyscira,6.0,"(0.5944494896937953, -4.691024223755015e-30, 0.05843003531910972)"
TFRIZ,Themyscira,7.0,"(0.2861793353523763, -2.3460798954177224e-30, 0.048692875868595345)"
TFRIZ,Themyscira,8.0,"(0.2453975088376326, -5.598810749151009e-30, 0.046254082344443906)"
TFRIZ,Themyscira,9.0,"(0.6081393767591473, -2.529457827479143e-29, 0.03795668383111528)"
TFRIZ,Themyscira,10.0,"(0.3388987998771096, -9.511159632247243e-29, 0.06101635117331784)"
TFRIZ,Themyscira,11.0,"(0.5089491510688473, -1.4642072943366876e-29, 0.04564497044623592)"
TFRIZ,Themyscira,12.0,"(0.33791964025895416, -2.2166645090054352e-29, 0.06632465901822705)"
TFRIZ,Westeros,1.0,"(0.429172691117742, -1.129953528858548e-31, 1.3904785616089104)"
TFRIZ,Westeros,2.0,"(0.34400637562134295, -4.760210013218628e-28, 1.207935896941445)"
TFRIZ,Westeros,3.0,"(1.6688415962299445, -0.0027632645150539783, 0.0311253926166696)"
TFRIZ,Westeros,4.0,"(2.202317293641009, -0.004945156006407068, 0.027706952006673332)"
TFRIZ,Westeros,5.0,"(6.9993814963216945, -0.03371758026496025, 0.012143869457027529)"
TFRIZ,Westeros,6.0,"(1.9463138400162232, -0.005463869945998049, 0.03033197568880531)"
TFRIZ,Westeros,7.0,"(0.8877751880311266, -1.6690011516852913e-28, 0.06197767935991004)"
TFRIZ,Westeros,8.0,"(0.646537832252797, -3.579534233686356e-29, 0.049075673222551956)"
TFRIZ,Westeros,9.0,"(3.3534927103878696, -0.014205474081022445, 0.019659951606221224)"
TFRIZ,Westeros,10.0,"(2.49110198880411, -0.00988939726313632, 0.024041394955547316)"
TFRIZ,Westeros,11.0,"(1.8318219658066566, -0.00586611543706171, 0.03215165528585269)"
TFRIZ,Westeros,12.0,"(0.5052465183603739, -3.7142089164336326e-28, 0.0707582238397132)"
TFRIZ,Zamunda,1.0,"(0.2828054241665593, -2.160274217840185e-30, 0.05673562755608581)"
TFRIZ,Zamunda,2.0,"(0.5757244102555938, -2.397485194013571e-29, 0.04637548587414635)"
TFRIZ,Zamunda,3.0,"(0.6928052874005692, -6.1414009272688355e-30, 0.0568569047273149)"
TFRIZ,Zamunda,4.0,"(0.27545155856465176, -2.718054142810539e-28, 0.05759167669364382)"
TFRIZ,Zamunda,5.0,"(0.30355713568245785, -1.1116613119280754e-28, 0.0710763162564752)"
TFRIZ,Zamunda,6.0,"(0.615754704461299, -3.8223904908203598e-31, 0.039282863233511385)"
TFRIZ,Zamunda,7.0,"(0.22205595345788087, -7.74638724189993e-31, 0.08585346277177322)"
TFRIZ,Zamunda,8.0,"(0.703491585242703, -1.9476474163462496e-29, 0.0627479609598998)"
TFRIZ,Zamunda,9.0,"(0.5998311979102242, -1.0124914200841697e-30, 0.05527851974977695)"
TFRIZ,Zamunda,10.0,"(0.24358450919453004, -8.996409001671304e-30, 0.06163811684279445)"
TFRIZ,Zamunda,11.0,"(0.6053341807305734, -8.534515671299631e-29, 0.046285664883987804)"
TFRIZ,Zamunda,12.0,"(0.6736479996874567, -1.732902526528337e-29, 0.04228980623650245)"
TOAMT,Gallifrey,3.0,"(12.715612857398423, -0.040706179969767955, 0.0069462020859342045)"
TOAMT,Gallifrey,4.0,"(3.507479125538908, -0.009704838412298938, 0.016343316204941158)"
TOAMT,Gallifrey,5.0,"(4.98081240620494, 0.010147516551529796, 0.007958772638746258)"
TOAMT,Gallifrey,6.0,"(1.483928402371658, -0.0012566178364901228, 0.03147753771118111)"
TOAMT,Gallifrey,7.0,"(1.2474122499123212, -0.0005821465484437785, 0.035321874431551714)"
TOAMT,Gallifrey,8.0,"(4.189561732328403, -0.007305828322163746, 0.013109913522034784)"
TOAMT,Gallifrey,10.0,"(2.2491295043363206, -0.0015808166982002937, 0.022933600776265353)"
TOAMT,Gallifrey,11.0,"(1844.5810230700772, -1.0429969439965139, 0.0005939560981281652)"
TOJGV,Aldovia,1.0,"(0.663052357124659, -5.200163062544475e-31, 0.050291674409429346)"
TOJGV,Aldovia,2.0,"(0.9263465613961648, -4.991810864870105e-26, 0.043828188587265435)"
TOJGV,Aldovia,3.0,"(0.9533318225259648, -1.3335608389933895e-29, 0.04778149572422426)"
TOJGV,Aldovia,4.0,"(0.4740484663337703, -1.8226985105311436e-27, 0.057670322874327724)"
TOJGV,Aldovia,5.0,"(0.7721398136025195, -2.7035858400117583e-29, 0.053514926895260335)"
TOJGV,Aldovia,6.0,"(0.7974801510016367, -5.886690769746168e-27, 0.04741679896564982)"
TOJGV,Aldovia,7.0,"(0.524114065574148, -3.050627277075122e-26, 0.03939852726548872)"
TOJGV,Aldovia,8.0,"(0.8482589045112687, -8.447944145317136e-30, 0.045254320011316726)"
TOJGV,Aldovia,9.0,"(0.7020694123808939, -3.141637317709735e-30, 0.050728944671485296)"
TOJGV,Aldovia,10.0,"(0.5059970451700675, -2.0485507391029378e-29, 0.0557943901248244)"
TOJGV,Aldovia,11.0,"(0.5302021722647152, -3.239675469473787e-30, 0.06214290679966465)"
TOJGV,Aldovia,12.0,"(0.8493228681954745, -1.1434708882702265e-29, 0.039238976803579455)"
TOJGV,Arendelle,1.0,"(0.6818752397357253, -4.1483618825920807e-29, 0.07520698490306137)"
TOJGV,Arendelle,2.0,"(0.9657260754909354, -1.5786443702357638e-25, 0.05081925450969153)"
TOJGV,Arendelle,3.0,"(0.35763348520734184, -3.53388784830081e-31, 0.037954777397498626)"
TOJGV,Arendelle,4.0,"(0.542628501541508, -2.1207604487273993e-29, 0.07681895433531896)"
TOJGV,Arendelle,5.0,"(0.4074965167307679, -1.803124472948323e-26, 0.07560533225771648)"
TOJGV,Arendelle,6.0,"(0.6665188329822211, -4.272021489909606e-27, 0.06489472309073979)"
TOJGV,Arendelle,7.0,"(0.9018749450558972, -1.0469712531302133e-25, 0.04097172393579701)"
TOJGV,Arendelle,8.0,"(0.8806663452608228, -3.0089640078715084e-30, 0.052669438292401685)"
TOJGV,Arendelle,9.0,"(0.7878159168298335, -1.1716220548906166e-30, 0.07694165078686904)"
TOJGV,Arendelle,10.0,"(0.4797841987654926, -6.585314468163713e-28, 0.1159040493348287)"
TOJGV,Arendelle,11.0,"(0.8224012512997838, -3.695105109952802e-28, 0.06631945919318169)"
TOJGV,Arendelle,12.0,"(0.3579105988472033, -3.1435211688980485e-27, 0.13635172070326096)"
TOJGV,Arrakis,1.0,"(0.9506080561881244, -2.9547261685227275e-29, 0.037442214952356)"
TOJGV,Arrakis,2.0,"(0.8570012445191393, -1.7142169821259798e-29, 0.03776713252209016)"
TOJGV,Arrakis,3.0,"(0.8238164727207804, -2.1527843409214886e-29, 0.0361894600513461)"
TOJGV,Arrakis,4.0,"(0.7863839202949445, -3.6408540464066226e-28, 0.054623098646622875)"
TOJGV,Arrakis,5.0,"(0.8209406486969528, -3.4577700282084896e-25, 0.0608473299101811)"
TOJGV,Arrakis,6.0,"(0.8153521968355445, -2.718918772756756e-30, 0.041251808447963084)"
TOJGV,Arrakis,7.0,"(0.6210824934050665, -1.0101744698294444e-29, 0.0642288508187126)"
TOJGV,Arrakis,8.0,"(0.6043583629635738, -4.596974932001922e-31, 0.06951714151816674)"
TOJGV,Arrakis,9.0,"(0.4834260845639705, -1.4179563695646508e-29, 0.042616960714159796)"
TOJGV,Arrakis,10.0,"(0.849398360385423, -2.663758391252288e-28, 0.04391914762480541)"
TOJGV,Arrakis,11.0,"(0.5676307773000449, -5.122339959042714e-28, 0.08887650192516997)"
TOJGV,Arrakis,12.0,"(0.7984180073809313, -4.3873545740601385e-30, 0.03833387977937236)"
TOJGV,Asgard,1.0,"(0.820736209844793, -2.3153415124763514e-30, 0.049334256546960886)"
TOJGV,Asgard,2.0,"(0.8496605283906264, -6.866162243272202e-29, 0.08689136747980003)"
TOJGV,Asgard,3.0,"(0.6917168073900252, -1.3731377084268223e-29, 0.05886862975208734)"
TOJGV,Asgard,4.0,"(0.8470565686247447, -1.0069152197368987e-29, 0.055502492058614676)"
TOJGV,Asgard,5.0,"(0.9361071182514205, -5.009019681645891e-30, 0.04506979272446514)"
TOJGV,Asgard,6.0,"(0.8843980454117769, -5.421077976377651e-30, 0.04864877387194051)"
TOJGV,Asgard,7.0,"(0.5692938966582759, -7.595553484589669e-29, 0.06336634879889722)"
TOJGV,Asgard,8.0,"(0.7529181157407132, -9.415189531210574e-30, 0.05173013696383515)"
TOJGV,Asgard,9.0,"(0.9049053696940911, -4.841487749053102e-29, 0.04041991110049545)"
TOJGV,Asgard,10.0,"(0.7978868519436622, -5.661137300558967e-30, 0.037854520768359684)"
TOJGV,Asgard,11.0,"(0.6565633138452815, -4.635738995466916e-29, 0.05723218877010683)"
TOJGV,Asgard,12.0,"(0.7020253094927609, -3.6347355677037446e-28, 0.08634575320371563)"
TOJGV,Atlantis,1.0,"(0.30240364993898616, -2.6061810716369578e-28, 1.3700656143802754)"
TOJGV,Atlantis,2.0,"(3.7229156903973966, 0.009930960214033387, 0.010679396909785081)"
TOJGV,Atlantis,3.0,"(16.714601929209735, -0.030344231865674243, 0.004619866623297194)"
TOJGV,Atlantis,4.0,"(5.56178510536135, -0.005604246932136741, 0.010307568919395594)"
TOJGV,Atlantis,5.0,"(0.315119336186803, -5.414143805843456e-28, 1.1838674871142367)"
TOJGV,Atlantis,6.0,"(4.46080130539616, -0.01246206155296975, 0.014065097936912537)"
TOJGV,Atlantis,7.0,"(0.2960149238849622, -9.832347719117881e-29, 1.226915364244352)"
TOJGV,Atlantis,8.0,"(0.4085050398228268, -4.13448119348575e-27, 0.39779433085092875)"
TOJGV,Atlantis,9.0,"(6.16947236431842, -0.008497419645811155, 0.008935853050535047)"
TOJGV,Atlantis,10.0,"(6.734526621074402, -0.008411633912330699, 0.007964593165535218)"
TOJGV,Atlantis,11.0,"(9.065629404560003, -0.02122519625113055, 0.0075939873428042155)"
TOJGV,Atlantis,12.0,"(4.341062380497564, -0.004770675799165644, 0.01381811070561974)"
TOJGV,Beleria,1.0,"(0.7335787772319434, -2.1434777645226108e-31, 0.08821589203264946)"
TOJGV,Beleria,2.0,"(0.7376639307840624, -1.5124815340225814e-31, 0.1646385834373974)"
TOJGV,Beleria,3.0,"(0.14498114455744487, -6.398982119742797e-32, 0.12883522127208524)"
TOJGV,Beleria,4.0,"(0.1837273115632279, -1.1698076196567812e-30, 0.11622741446307808)"
TOJGV,Beleria,5.0,"(0.6732107236677112, -1.0243120521285473e-30, 0.10053509046742884)"
TOJGV,Beleria,6.0,"(0.7409149212967658, -7.065811124911639e-31, 0.1101626085204925)"
TOJGV,Beleria,7.0,"(0.1923617562624993, -9.699580956759904e-31, 0.06362248834302792)"
TOJGV,Beleria,8.0,"(0.16380385490625504, -6.343884053538884e-30, 0.1308422844076385)"
TOJGV,Beleria,9.0,"(0.21630154058386325, -1.5495921784596747e-29, 0.12363271673958676)"
TOJGV,Beleria,10.0,"(0.21485732578504418, -5.023113305937411e-30, 0.11500431566057512)"
TOJGV,Beleria,11.0,"(0.6226359924636227, -1.065163165124374e-31, 0.14243624947155342)"
TOJGV,Beleria,12.0,"(0.24846330876255504, -3.963186545983704e-30, 0.12556356991681347)"
TOJGV,Braavos,1.0,"(0.35492278268982935, -6.377269996090696e-30, 1.2687056795466694)"
TOJGV,Braavos,2.0,"(0.387756744570387, -8.576037091226594e-30, 1.008681997055635)"
TOJGV,Braavos,3.0,"(0.35878998574075693, -1.437253826797459e-29, 0.7070188744312746)"
TOJGV,Braavos,4.0,"(0.4816867520071614, -1.082974087688796e-30, 0.8381332000106967)"
TOJGV,Braavos,5.0,"(1.8433401072319735, -0.0046208918462943395, 0.03306955584684325)"
TOJGV,Braavos,6.0,"(3.430966885952313, -0.001971372450662515, 0.01460226045522751)"
TOJGV,Braavos,7.0,"(0.3382858070654964, -3.137876805064125e-29, 1.4937864564988879)"
TOJGV,Braavos,8.0,"(2.3717875194803635, -0.008496428963345045, 0.02715113253817867)"
TOJGV,Braavos,9.0,"(0.33200706868378815, -1.8494404407302194e-29, 1.3235777638874153)"
TOJGV,Braavos,10.0,"(0.39807284426270395, -4.9321253611561353e-29, 0.5989225735665591)"
TOJGV,Braavos,11.0,"(3.3681001602899863, -0.003609111873292184, 0.016607228874331526)"
TOJGV,Braavos,12.0,"(0.3702563480539562, -3.0214800296100963e-28, 1.1409323146029964)"
TOJGV,Coruscant,1.0,"(0.8774390987749638, -1.1740680786783296e-10, 0.057069501339019224)"
TOJGV,Coruscant,2.0,"(5.939759775946972, -0.03261545540712315, 0.013862382217843758)"
TOJGV,Coruscant,3.0,"(0.22268841419097635, -1.3513112321752972e-28, 1.6381749523004063)"
TOJGV,Coruscant,4.0,"(0.7802961325828282, -3.6841786940409834e-32, 0.050218498560503255)"
TOJGV,Coruscant,5.0,"(0.825861262623069, -9.175909859681981e-21, 0.046432153972243456)"
TOJGV,Coruscant,6.0,"(2.5552434333867304, -0.011550558827002864, 0.023767145986254776)"
TOJGV,Coruscant,7.0,"(28.4643085615619, -0.10118851279226598, 0.005127988270065612)"
TOJGV,Coruscant,8.0,"(4.071326696941441, -0.019791949821209662, 0.01655751145185069)"
TOJGV,Coruscant,9.0,"(5.52241545972289, -0.02519100327549225, 0.013005748297860558)"
TOJGV,Coruscant,10.0,"(3.374685977811995, -0.01471669424326334, 0.018107876489811416)"
TOJGV,Coruscant,11.0,"(1.8516069658187368, -0.004934665719691261, 0.028797547705546905)"
TOJGV,Coruscant,12.0,"(0.857379295997718, -3.339951419037441e-30, 0.038963454308928114)"
TOJGV,Dorne,1.0,"(0.20902350465960964, -1.2164865371179667e-28, 0.07858384805478391)"
TOJGV,Dorne,2.0,"(0.3151536625069614, -2.1726644660341423e-30, 0.13670576904921639)"
TOJGV,Dorne,3.0,"(0.5363356055263775, -8.278908117750022e-31, 0.20055109526086987)"
TOJGV,Dorne,4.0,"(0.16285374476739545, -7.057490015894631e-31, 0.15379999771425762)"
TOJGV,Dorne,5.0,"(0.3650763662023289, -3.586737590681427e-30, 0.09166753648858134)"
TOJGV,Dorne,6.0,"(0.14477271402694536, -3.221156171113425e-32, 0.10416965419942321)"
TOJGV,Dorne,7.0,"(0.33376478372413276, -1.2790676235022152e-30, 0.08949366008275)"
TOJGV,Dorne,8.0,"(0.2708520236149462, -6.503794228406413e-30, 0.1231071014245949)"
TOJGV,Dorne,9.0,"(0.20859305558277333, -9.665951942172001e-30, 0.2393043109049517)"
TOJGV,Dorne,10.0,"(0.3323790157530331, -6.021680451681414e-31, 0.09495501235418458)"
TOJGV,Dorne,11.0,"(0.34122714836087886, -9.873400388059465e-33, 0.0897194597548879)"
TOJGV,Dorne,12.0,"(0.6999731434391474, -5.849871150923273e-32, 0.16879424731881354)"
TOJGV,Elbonia,2.0,"(0.3011460634395058, -8.223432347261172e-30, 0.14836528465409432)"
TOJGV,Elbonia,3.0,"(0.3466220060364651, -1.0042666942260576e-31, 0.16342143445426977)"
TOJGV,Elbonia,4.0,"(0.2633482428848451, -3.7503798007292474e-29, 0.08218212139048328)"
TOJGV,Elbonia,5.0,"(0.4262411691935951, -3.568448774662714e-30, 0.09331829433590125)"
TOJGV,Elbonia,6.0,"(0.10657802627957796, -2.4576041617960837e-32, 0.25895509786273974)"
TOJGV,Elbonia,7.0,"(0.4156028225613896, -1.906075178068186e-31, 0.08387794912619345)"
TOJGV,Elbonia,8.0,"(0.39384499891481395, -2.7845458744605336e-30, 0.0811391471726754)"
TOJGV,Elbonia,9.0,"(0.3347851992560711, -7.241434066017507e-30, 0.08200203911579274)"
TOJGV,Elbonia,10.0,"(0.3144362858211719, -5.345979198554462e-29, 0.061140878719467065)"
TOJGV,Elbonia,11.0,"(0.2126574134142961, -5.012169200040786e-28, 0.30857035229248986)"
TOJGV,Elbonia,12.0,"(0.5112291077402935, -6.12793412030973e-29, 0.05582917082369812)"
TOJGV,Eriador,1.0,"(0.5963334082543035, -2.483206967582131e-31, 0.11087787544341698)"
TOJGV,Eriador,2.0,"(0.29326348318326334, -6.578929861044125e-30, 0.08627454908359075)"
TOJGV,Eriador,3.0,"(0.29756836211710413, -7.297912568810364e-30, 0.0724320052084732)"
TOJGV,Eriador,4.0,"(0.629977349584105, -1.0962596727532425e-30, 0.08954862598270955)"
TOJGV,Eriador,5.0,"(0.40486025451545726, -2.166941751451205e-30, 0.08155141655873244)"
TOJGV,Eriador,6.0,"(0.40188311531098453, -3.4121070659783062e-31, 0.10432913874639327)"
TOJGV,Eriador,7.0,"(0.3622867528641437, -1.2504285321029923e-30, 0.07699104812751996)"
TOJGV,Eriador,8.0,"(0.4041558625869178, -2.2246110270332838e-31, 0.09574487901797066)"
TOJGV,Eriador,9.0,"(0.4977851355663305, -3.872862970191987e-30, 0.10301563639206081)"
TOJGV,Eriador,10.0,"(0.4790125224857208, -5.333599124529909e-31, 0.09554388869825944)"
TOJGV,Eriador,11.0,"(0.54389658190428, -9.907613286165918e-29, 0.06731331620245284)"
TOJGV,Eriador,12.0,"(0.44886653070724936, -1.0399860732392266e-29, 0.12090236005774281)"
TOJGV,Essos,1.0,"(0.7193355313742678, -1.7429464704316857e-30, 0.062237844818322806)"
TOJGV,Essos,2.0,"(0.7019284890625053, -1.1690596097022439e-29, 0.050174713466817344)"
TOJGV,Essos,3.0,"(0.7010896616311885, -6.020711804341933e-30, 0.04220367614920105)"
TOJGV,Essos,4.0,"(0.721727145804612, -1.2808998554666113e-29, 0.05142761649780046)"
TOJGV,Essos,5.0,"(0.6898659187135513, -4.102487486145305e-30, 0.050920103427450444)"
TOJGV,Essos,6.0,"(0.6733836933598443, -2.9059071050364753e-29, 0.03892242371059679)"
TOJGV,Essos,7.0,"(0.7665823540237517, -1.4945610513777842e-29, 0.039475463951610765)"
TOJGV,Essos,8.0,"(0.752917124724245, -5.536883445262554e-29, 0.03406880995152256)"
TOJGV,Essos,9.0,"(0.5916832644881955, -6.13409098098177e-29, 0.05733670981835855)"
TOJGV,Essos,10.0,"(0.6516606635561881, -4.317958483054681e-30, 0.045891589846350625)"
TOJGV,Essos,11.0,"(0.4736289728828522, -1.1613970630897675e-29, 0.06180933252930906)"
TOJGV,Essos,12.0,"(0.5949971462017349, -5.877734475497106e-31, 0.06053899244952958)"
TOJGV,Etheria,1.0,"(0.6612591972146866, -5.420851890517891e-32, 0.20514806117573625)"
TOJGV,Etheria,2.0,"(0.25526594382268397, -3.224664289625493e-28, 0.12096539238268836)"
TOJGV,Etheria,3.0,"(0.2450058215819898, -4.207850364067247e-30, 0.12120147295949302)"
TOJGV,Etheria,4.0,"(0.24541964407931546, -3.386581596966975e-28, 0.044934494619456644)"
TOJGV,Etheria,5.0,"(0.2517250422190271, -5.992295562727902e-31, 0.14371113202666622)"
TOJGV,Etheria,6.0,"(0.15422633049247542, -3.52882816509007e-30, 0.24115980467684392)"
TOJGV,Etheria,7.0,"(0.44569151310263844, -1.9029203945559623e-30, 0.28111319640371013)"
TOJGV,Etheria,8.0,"(0.11342849236083881, -4.122285987873499e-31, 0.41895047238679783)"
TOJGV,Etheria,9.0,"(0.6943392547174518, -6.299076560574354e-31, 0.17415336010576501)"
TOJGV,Etheria,10.0,"(0.5083126054515477, -1.7463226361161355e-30, 0.22932978112022795)"
TOJGV,Etheria,11.0,"(0.6361474218124887, -1.5380352995929411e-31, 0.2368825111677899)"
TOJGV,Etheria,12.0,"(0.1327825563440459, -1.745668314557329e-29, 0.1291242692169493)"
TOJGV,Fangorn,1.0,"(0.6702807432309693, -9.892113036758307e-31, 0.17621688772643385)"
TOJGV,Fangorn,2.0,"(0.12718474414746983, -1.2388830613583632e-30, 0.1305361773134005)"
