brand,country,month,norm_fit
ZKKLD,Aldovia,3.0,"(0.046153846153846156, 0.04482890186043436)"
ZKKLD,Aldovia,4.0,"(0.05063291139240506, 0.04631106800975742)"
ZKKLD,Aldovia,5.0,"(0.048, 0.047595699860063304)"
ZKKLD,Aldovia,6.0,"(0.04878048780487805, 0.047066499544345004)"
ZKKLD,Aldovia,7.0,"(0.04516129032258064, 0.045767765260754247)"
ZKKLD,Aldovia,8.0,"(0.047058823529411764, 0.04270713637545878)"
ZKKLD,Aldovia,9.0,"(0.04938271604938271, 0.047577422484438026)"
ZKKLD,Aldovia,10.0,"(0.04678362573099415, 0.04889348155304752)"
ZKKLD,Aldovia,11.0,"(0.04794520547945205, 0.04627718234280666)"
ZKKLD,Aldovia,12.0,"(0.05504587155963303, 0.05396735811012244)"
ZKKLD,Arendelle,1.0,"(0.04999999999999999, 0.05080162912297128)"
ZKKLD,Arendelle,2.0,"(0.05555555555555555, 0.057752012018677766)"
ZKKLD,Arendelle,3.0,"(0.045454545454545456, 0.04399172028458727)"
ZKKLD,Arendelle,4.0,"(0.045454545454545456, 0.05962617148933745)"
ZKKLD,Arendelle,5.0,"(0.05263157894736842, 0.07177024062993417)"
ZKKLD,Arendelle,6.0,"(0.04651162790697676, 0.07496002039451714)"
ZKKLD,Arendelle,7.0,"(0.044444444444444446, 0.058700764407250486)"
ZKKLD,Arendelle,8.0,"(0.04651162790697676, 0.07251646681774632)"
ZKKLD,Arendelle,9.0,"(0.05000000000000001, 0.06579837063371849)"
ZKKLD,Arendelle,10.0,"(0.05000000000000001, 0.06321466236330003)"
ZKKLD,Arendelle,11.0,"(0.046511627906976744, 0.05951865493973602)"
ZKKLD,Arendelle,12.0,"(0.05, 0.0545526533984369)"
ZKKLD,Asgard,1.0,"(0.04724409448818897, 0.06110712004399061)"
ZKKLD,Asgard,2.0,"(0.05, 0.05610878819066572)"
ZKKLD,Asgard,3.0,"(0.04575163398692811, 0.0547395534118396)"
ZKKLD,Asgard,4.0,"(0.05084745762711865, 0.06400452191464841)"
ZKKLD,Asgard,5.0,"(0.05357142857142857, 0.06729530035186274)"
ZKKLD,Asgard,6.0,"(0.04807692307692308, 0.05789850371636066)"
ZKKLD,Asgard,7.0,"(0.04838709677419355, 0.06454442901420789)"
ZKKLD,Asgard,8.0,"(0.0472972972972973, 0.06079507262049998)"
ZKKLD,Asgard,9.0,"(0.046875, 0.05714654458445361)"
ZKKLD,Asgard,10.0,"(0.04545454545454546, 0.056635214700620246)"
ZKKLD,Asgard,11.0,"(0.05000000000000001, 0.053112490801392)"
ZKKLD,Asgard,12.0,"(0.056818181818181816, 0.06756231155732095)"
ZKKLD,Atlantis,1.0,"(0.04827586206896552, 0.016175987920237934)"
ZKKLD,Atlantis,2.0,"(0.04964539007092199, 0.015073593941560793)"
ZKKLD,Atlantis,3.0,"(0.046357615894039736, 0.01675281864544441)"
ZKKLD,Atlantis,4.0,"(0.05223880597014925, 0.017852154142810963)"
ZKKLD,Atlantis,5.0,"(0.05194805194805195, 0.01910484605898779)"
ZKKLD,Atlantis,6.0,"(0.050314465408805034, 0.0190164903078354)"
ZKKLD,Atlantis,7.0,"(0.04494382022471909, 0.01781772246671475)"
ZKKLD,Atlantis,8.0,"(0.045454545454545456, 0.015282903006376601)"
ZKKLD,Atlantis,9.0,"(0.046511627906976744, 0.012693377713266814)"
ZKKLD,Atlantis,10.0,"(0.045454545454545456, 0.013860161788122004)"
ZKKLD,Atlantis,11.0,"(0.047619047619047616, 0.0156643475215695)"
ZKKLD,Atlantis,12.0,"(0.05555555555555555, 0.027913326549886236)"
ZKKLD,Braavos,1.0,"(0.047619047619047616, 0.08547899050726054)"
ZKKLD,Braavos,2.0,"(0.05263157894736842, 0.059298398994296404)"
ZKKLD,Braavos,3.0,"(0.04838709677419355, 0.07152969594741604)"
ZKKLD,Braavos,4.0,"(0.05263157894736842, 0.043726314732183046)"
ZKKLD,Braavos,5.0,"(0.06060606060606061, 0.049408640607660946)"
ZKKLD,Braavos,6.0,"(0.048387096774193554, 0.04283529997989567)"
ZKKLD,Braavos,7.0,"(0.047619047619047616, 0.044691431479714085)"
ZKKLD,Braavos,8.0,"(0.05405405405405406, 0.04234079344814896)"
ZKKLD,Braavos,9.0,"(0.05128205128205128, 0.03133442808604776)"
ZKKLD,Braavos,10.0,"(0.047619047619047616, 0.04405103850007063)"
ZKKLD,Braavos,11.0,"(0.05194805194805195, 0.05167341606441977)"
ZKKLD,Braavos,12.0,"(0.054054054054054064, 0.05184022043155083)"
ZKKLD,Coruscant,1.0,"(0.04861111111111111, 0.040498085787346504)"
ZKKLD,Coruscant,2.0,"(0.04964539007092199, 0.0310069039852891)"
ZKKLD,Coruscant,3.0,"(0.04545454545454546, 0.03105500661645717)"
ZKKLD,Coruscant,4.0,"(0.04964539007092199, 0.03770034201509124)"
ZKKLD,Coruscant,5.0,"(0.05185185185185185, 0.035997331590555535)"
ZKKLD,Coruscant,6.0,"(0.04895104895104895, 0.037968309041290525)"
ZKKLD,Coruscant,7.0,"(0.04516129032258064, 0.029567470319051253)"
ZKKLD,Coruscant,8.0,"(0.04697986577181208, 0.03293356626080168)"
ZKKLD,Coruscant,9.0,"(0.046511627906976744, 0.027728666697674237)"
ZKKLD,Coruscant,10.0,"(0.04678362573099415, 0.033428964907490546)"
ZKKLD,Coruscant,11.0,"(0.04819277108433736, 0.033105377863771546)"
ZKKLD,Coruscant,12.0,"(0.051470588235294115, 0.050498128127406165)"
ZKKLD,Dorne,1.0,"(0.047619047619047616, 0.0761590797434038)"
ZKKLD,Dorne,2.0,"(0.049999999999999996, 0.08683101417206604)"
ZKKLD,Dorne,3.0,"(0.045454545454545456, 0.07376475680085824)"
ZKKLD,Dorne,4.0,"(0.05128205128205128, 0.08713308426981534)"
ZKKLD,Dorne,5.0,"(0.047619047619047616, 0.07203967364202944)"
ZKKLD,Dorne,6.0,"(0.05333333333333333, 0.08430632828590055)"
ZKKLD,Dorne,7.0,"(0.047619047619047616, 0.06612439318536911)"
ZKKLD,Dorne,8.0,"(0.048387096774193554, 0.0775678850061882)"
ZKKLD,Dorne,9.0,"(0.04807692307692308, 0.0816333973293693)"
ZKKLD,Dorne,10.0,"(0.04545454545454545, 0.07331091739916766)"
ZKKLD,Dorne,11.0,"(0.04807692307692309, 0.062180596484095456)"
ZKKLD,Dorne,12.0,"(0.04878048780487805, 0.08997518329679437)"
ZKKLD,Elbonia,1.0,"(0.04878048780487805, 0.07140048455371613)"
ZKKLD,Elbonia,2.0,"(0.05263157894736842, 0.07474449881888308)"
ZKKLD,Elbonia,3.0,"(0.049504950495049514, 0.08278492549473743)"
ZKKLD,Elbonia,4.0,"(0.05555555555555555, 0.0599462464706788)"
ZKKLD,Elbonia,5.0,"(0.05172413793103448, 0.06610097113119992)"
ZKKLD,Elbonia,6.0,"(0.045454545454545456, 0.04827797711548017)"
ZKKLD,Elbonia,7.0,"(0.043478260869565216, 0.06495567190911464)"
ZKKLD,Elbonia,8.0,"(0.04651162790697676, 0.05655905423092452)"
ZKKLD,Elbonia,9.0,"(0.047619047619047616, 0.0486286610874455)"
ZKKLD,Elbonia,10.0,"(0.04597701149425287, 0.06449776189873982)"
ZKKLD,Elbonia,11.0,"(0.05172413793103448, 0.09155268329751537)"
ZKKLD,Elbonia,12.0,"(0.06666666666666667, 0.12174796421252022)"
ZKKLD,Essos,1.0,"(0.047244094488188976, 0.061889039943001725)"
ZKKLD,Essos,2.0,"(0.049586776859504134, 0.06994829424572861)"
ZKKLD,Essos,3.0,"(0.047058823529411764, 0.06426895538652905)"
ZKKLD,Essos,4.0,"(0.05102040816326531, 0.07064013295413452)"
ZKKLD,Essos,5.0,"(0.048, 0.06767122288026871)"
ZKKLD,Essos,6.0,"(0.048, 0.06215190276792462)"
ZKKLD,Essos,7.0,"(0.04477611940298507, 0.057957236926400105)"
ZKKLD,Essos,8.0,"(0.047619047619047616, 0.06262739596749103)"
ZKKLD,Essos,9.0,"(0.04666666666666667, 0.06190493015650188)"
ZKKLD,Essos,10.0,"(0.046511627906976744, 0.06138956015009004)"
ZKKLD,Essos,11.0,"(0.046296296296296294, 0.06610635175270073)"
ZKKLD,Essos,12.0,"(0.05319148936170212, 0.059446456122582134)"
ZKKLD,Fangorn,3.0,"(0.046511627906976744, 0.06676797545155606)"
ZKKLD,Fangorn,4.0,"(0.05000000000000001, 0.07913781238048415)"
ZKKLD,Fangorn,5.0,"(0.05172413793103448, 0.06749546328692263)"
ZKKLD,Fangorn,6.0,"(0.051282051282051294, 0.09212154846493253)"
ZKKLD,Fangorn,7.0,"(0.04444444444444444, 0.07922220088769104)"
ZKKLD,Fangorn,8.0,"(0.04687499999999999, 0.07125881313078036)"
ZKKLD,Fangorn,9.0,"(0.04545454545454546, 0.07747942453664944)"
ZKKLD,Fangorn,10.0,"(0.056603773584905655, 0.08084402114474104)"
ZKKLD,Fangorn,11.0,"(0.04651162790697674, 0.09130754103685189)"
ZKKLD,Fangorn,12.0,"(0.043478260869565216, 0.10758154449938508)"
ZKKLD,Ferelden,1.0,"(0.058823529411764705, 0.08096589598543072)"
ZKKLD,Ferelden,2.0,"(0.05128205128205128, 0.0715762511664072)"
ZKKLD,Ferelden,3.0,"(0.05, 0.07575878723436621)"
ZKKLD,Ferelden,4.0,"(0.050000000000000024, 0.06789859799958606)"
ZKKLD,Ferelden,5.0,"(0.057142857142857134, 0.08699661225529508)"
ZKKLD,Ferelden,6.0,"(0.048780487804878044, 0.07436879974432382)"
ZKKLD,Ferelden,7.0,"(0.044444444444444446, 0.06914435633048373)"
ZKKLD,Ferelden,8.0,"(0.045454545454545456, 0.06703591052881917)"
ZKKLD,Ferelden,9.0,"(0.04651162790697674, 0.06603482397446539)"
ZKKLD,Ferelden,10.0,"(0.0449438202247191, 0.06414200242233112)"
ZKKLD,Ferelden,11.0,"(0.04819277108433735, 0.08060781759426514)"
ZKKLD,Ferelden,12.0,"(0.04545454545454545, 0.06997815927569559)"
ZKKLD,Gallifrey,1.0,"(0.05263157894736842, 0.06967239769536239)"
ZKKLD,Gallifrey,2.0,"(0.047619047619047616, 0.07115091787041865)"
ZKKLD,Gallifrey,4.0,"(0.05000000000000001, 0.04525423793224219)"
ZKKLD,Gallifrey,5.0,"(0.045454545454545456, 0.0616041126692274)"
ZKKLD,Gallifrey,10.0,"(0.05, 0.06479008557293317)"
ZKKLD,Gallifrey,12.0,"(0.045454545454545456, 0.037287990497765204)"
ZKKLD,Gondor,1.0,"(0.046875, 0.04210994591179698)"
ZKKLD,Gondor,2.0,"(0.05128205128205128, 0.047844648581709046)"
ZKKLD,Gondor,3.0,"(0.046728971962616814, 0.04167803421508565)"
ZKKLD,Gondor,4.0,"(0.04878048780487804, 0.04260466593784248)"
ZKKLD,Gondor,5.0,"(0.04477611940298507, 0.04016971233870798)"
ZKKLD,Gondor,6.0,"(0.049180327868852444, 0.04512175084145168)"
ZKKLD,Gondor,7.0,"(0.046875, 0.04512034179873447)"
ZKKLD,Gondor,8.0,"(0.045871559633027525, 0.04295026351453457)"
ZKKLD,Gondor,9.0,"(0.04761904761904761, 0.0404142045606451)"
ZKKLD,Gondor,10.0,"(0.046511627906976744, 0.04561662331721077)"
ZKKLD,Gondor,11.0,"(0.047619047619047616, 0.05007957995394329)"
ZKKLD,Gondor,12.0,"(0.06521739130434781, 0.06227896517562789)"
ZKKLD,Hogwarts,1.0,"(0.046875, 0.036470947226365555)"
ZKKLD,Hogwarts,2.0,"(0.049586776859504134, 0.039247474056674475)"
ZKKLD,Hogwarts,3.0,"(0.045112781954887216, 0.03868585676316293)"
ZKKLD,Hogwarts,4.0,"(0.04950495049504951, 0.04219863515889137)"
ZKKLD,Hogwarts,5.0,"(0.05263157894736842, 0.04266630481068977)"
ZKKLD,Hogwarts,6.0,"(0.0472972972972973, 0.034302490926742056)"
ZKKLD,Hogwarts,7.0,"(0.04666666666666667, 0.03188900247488216)"
ZKKLD,Hogwarts,8.0,"(0.046357615894039736, 0.03167240903934523)"
ZKKLD,Hogwarts,9.0,"(0.04666666666666667, 0.032336278423062116)"
ZKKLD,Hogwarts,10.0,"(0.045454545454545456, 0.036628910313297104)"
ZKKLD,Hogwarts,11.0,"(0.04964539007092199, 0.03730246538560388)"
ZKKLD,Hogwarts,12.0,"(0.04697986577181208, 0.03618873726410562)"
ZKKLD,Latveria,1.0,"(0.049180327868852465, 0.048681958535463095)"
ZKKLD,Latveria,2.0,"(0.050847457627118654, 0.0333662575147109)"
ZKKLD,Latveria,3.0,"(0.047619047619047616, 0.019491766876000228)"
ZKKLD,Latveria,4.0,"(0.050847457627118654, 0.04537438114821564)"
ZKKLD,Latveria,5.0,"(0.04901960784313726, 0.039137713681823914)"
ZKKLD,Latveria,6.0,"(0.04938271604938271, 0.024510257367419793)"
ZKKLD,Latveria,7.0,"(0.04477611940298507, 0.041815718806905884)"
ZKKLD,Latveria,8.0,"(0.05, 0.06498199683799469)"
ZKKLD,Latveria,9.0,"(0.046296296296296294, 0.029148044317966068)"
ZKKLD,Latveria,10.0,"(0.046875, 0.023001141276549057)"
ZKKLD,Latveria,11.0,"(0.04724409448818898, 0.034724960636183966)"
ZKKLD,Latveria,12.0,"(0.05714285714285715, 0.04703641478288268)"
ZKKLD,Narnia,1.0,"(0.04672897196261682, 0.02242547904790888)"
ZKKLD,Narnia,2.0,"(0.04950495049504951, 0.02325173509511744)"
ZKKLD,Narnia,3.0,"(0.046153846153846156, 0.02211022488418767)"
ZKKLD,Narnia,4.0,"(0.05084745762711865, 0.020802352688546542)"
ZKKLD,Narnia,5.0,"(0.05, 0.02361046246830996)"
ZKKLD,Narnia,6.0,"(0.04716981132075472, 0.018208287376414993)"
ZKKLD,Narnia,7.0,"(0.045454545454545456, 0.01957473135241307)"
ZKKLD,Narnia,8.0,"(0.046511627906976744, 0.025875352823465703)"
ZKKLD,Narnia,9.0,"(0.04672897196261682, 0.022859302137030243)"
ZKKLD,Narnia,10.0,"(0.045454545454545456, 0.023090287383258537)"
ZKKLD,Narnia,11.0,"(0.046511627906976744, 0.02023725724238456)"
ZKKLD,Narnia,12.0,"(0.05309734513274337, 0.03577245994920749)"
ZKKLD,Panem,1.0,"(0.047619047619047616, 0.029999297495956204)"
ZKKLD,Panem,2.0,"(0.049689440993788817, 0.0254193426473579)"
ZKKLD,Panem,3.0,"(0.04597701149425287, 0.02424908633456071)"
ZKKLD,Panem,4.0,"(0.050314465408805034, 0.025772878416557177)"
ZKKLD,Panem,5.0,"(0.050724637681159424, 0.025215575523438644)"
ZKKLD,Panem,6.0,"(0.04964539007092199, 0.02302509379230696)"
ZKKLD,Panem,7.0,"(0.04494382022471909, 0.019989315316161837)"
ZKKLD,Panem,8.0,"(0.045454545454545456, 0.02328964219650284)"
ZKKLD,Panem,9.0,"(0.046511627906976744, 0.01925835374945024)"
ZKKLD,Panem,10.0,"(0.04678362573099415, 0.023298379030832275)"
ZKKLD,Panem,11.0,"(0.048192771084337345, 0.023071003507001343)"
ZKKLD,Panem,12.0,"(0.05343511450381679, 0.0358013825707947)"
ZKKLD,Prydain,1.0,"(0.04878048780487805, 0.11015708580260866)"
ZKKLD,Prydain,2.0,"(0.06153846153846154, 0.12840154252675862)"
ZKKLD,Prydain,3.0,"(0.045871559633027525, 0.09961114064728638)"
ZKKLD,Prydain,4.0,"(0.05333333333333334, 0.11291496630458438)"
ZKKLD,Prydain,5.0,"(0.04938271604938271, 0.10535632573600671)"
ZKKLD,Prydain,6.0,"(0.04950495049504951, 0.10496926866620178)"
ZKKLD,Prydain,7.0,"(0.046511627906976744, 0.10150995478133305)"
ZKKLD,Prydain,8.0,"(0.046875, 0.10316084040731585)"
ZKKLD,Prydain,9.0,"(0.04878048780487805, 0.10185779355801937)"
ZKKLD,Prydain,10.0,"(0.04854368932038835, 0.10765195690606078)"
ZKKLD,Prydain,11.0,"(0.047619047619047616, 0.09868017433072541)"
ZKKLD,Prydain,12.0,"(0.05434782608695651, 0.11331441829043189)"
ZKKLD,Qarth,1.0,"(0.047244094488188976, 0.04716085459115519)"
ZKKLD,Qarth,2.0,"(0.050632911392405056, 0.04598967513345369)"
ZKKLD,Qarth,3.0,"(0.046153846153846156, 0.04022459006801914)"
ZKKLD,Qarth,4.0,"(0.05172413793103448, 0.0474792226867717)"
ZKKLD,Qarth,5.0,"(0.05376344086021506, 0.049207736715804695)"
ZKKLD,Qarth,6.0,"(0.049019607843137254, 0.045031547411262154)"
ZKKLD,Qarth,7.0,"(0.044642857142857144, 0.03471952407871582)"
ZKKLD,Qarth,8.0,"(0.04716981132075472, 0.04042670895827306)"
ZKKLD,Qarth,9.0,"(0.04615384615384616, 0.04461014691655653)"
ZKKLD,Qarth,10.0,"(0.04494382022471909, 0.04107328142662435)"
ZKKLD,Qarth,11.0,"(0.04819277108433735, 0.044714318605494664)"
ZKKLD,Qarth,12.0,"(0.05376344086021505, 0.051069538847704606)"
ZKKLD,Sokovia,1.0,"(0.048387096774193554, 0.05336250066470443)"
ZKKLD,Sokovia,2.0,"(0.049586776859504134, 0.04454144785781634)"
ZKKLD,Sokovia,3.0,"(0.048611111111111105, 0.05029377920866786)"
ZKKLD,Sokovia,4.0,"(0.050847457627118654, 0.04385330102169578)"
ZKKLD,Sokovia,5.0,"(0.05303030303030303, 0.04946945617299083)"
ZKKLD,Sokovia,6.0,"(0.050359712230215826, 0.04282016878762126)"
ZKKLD,Sokovia,7.0,"(0.047619047619047616, 0.04070606518081475)"
ZKKLD,Sokovia,8.0,"(0.04827586206896553, 0.042197831374639116)"
ZKKLD,Sokovia,9.0,"(0.04666666666666667, 0.042530406979685575)"
ZKKLD,Sokovia,10.0,"(0.047244094488188976, 0.04140748846511072)"
ZKKLD,Sokovia,11.0,"(0.050955414012738856, 0.04254067262496343)"
ZKKLD,Sokovia,12.0,"(0.05194805194805195, 0.05230787990318666)"
ZKKLD,Themyscira,1.0,"(0.04950495049504951, 0.05541829612111884)"
ZKKLD,Themyscira,2.0,"(0.05, 0.05640371898045655)"
ZKKLD,Themyscira,3.0,"(0.047619047619047616, 0.05104803804230964)"
ZKKLD,Themyscira,4.0,"(0.054347826086956534, 0.06003258679635529)"
ZKKLD,Themyscira,5.0,"(0.049019607843137254, 0.059663647264069905)"
ZKKLD,Themyscira,6.0,"(0.04950495049504949, 0.04942247340615207)"
ZKKLD,Themyscira,7.0,"(0.045871559633027525, 0.047803061682818546)"
ZKKLD,Themyscira,8.0,"(0.046296296296296294, 0.046380690024854954)"
ZKKLD,Themyscira,9.0,"(0.04716981132075472, 0.05231000136387706)"
ZKKLD,Themyscira,10.0,"(0.04716981132075473, 0.054844239854546555)"
ZKKLD,Themyscira,11.0,"(0.04597701149425287, 0.045408217694278254)"
ZKKLD,Themyscira,12.0,"(0.053763440860215055, 0.06428338350926)"
ZKKLD,Vulcan,1.0,"(0.046875, 0.05632050616918282)"
ZKKLD,Vulcan,2.0,"(0.05, 0.052696760838880176)"
ZKKLD,Vulcan,3.0,"(0.046242774566473986, 0.0512153596057968)"
ZKKLD,Vulcan,4.0,"(0.05263157894736842, 0.05880162117806943)"
ZKKLD,Vulcan,5.0,"(0.05263157894736842, 0.05215400830261444)"
ZKKLD,Vulcan,6.0,"(0.047244094488188976, 0.055084691989395564)"
ZKKLD,Vulcan,7.0,"(0.044642857142857144, 0.04362607667711751)"
ZKKLD,Vulcan,8.0,"(0.046357615894039736, 0.05576308819421685)"
ZKKLD,Vulcan,9.0,"(0.04651162790697674, 0.05570196393472838)"
ZKKLD,Vulcan,10.0,"(0.04519774011299435, 0.0523356862013744)"
ZKKLD,Vulcan,11.0,"(0.04678362573099415, 0.053730094422936955)"
ZKKLD,Vulcan,12.0,"(0.05128205128205128, 0.05351058561803997)"
ZKKLD,Wakanda,1.0,"(0.04651162790697676, 0.07100284199671983)"
ZKKLD,Wakanda,2.0,"(0.05555555555555555, 0.05214654185067433)"
ZKKLD,Wakanda,3.0,"(0.05128205128205128, 0.050441644841621315)"
ZKKLD,Wakanda,4.0,"(0.05263157894736842, 0.0548835390961731)"
ZKKLD,Wakanda,5.0,"(0.05172413793103448, 0.0539891276716238)"
ZKKLD,Wakanda,6.0,"(0.04901960784313726, 0.06512271636192553)"
ZKKLD,Wakanda,7.0,"(0.04761904761904763, 0.05648546705483946)"
ZKKLD,Wakanda,8.0,"(0.046153846153846156, 0.054049779356287034)"
ZKKLD,Wakanda,9.0,"(0.04761904761904761, 0.052384959955646966)"
ZKKLD,Wakanda,10.0,"(0.045454545454545456, 0.06188831017208747)"
ZKKLD,Wakanda,11.0,"(0.04918032786885245, 0.08351144875452263)"
ZKKLD,Wakanda,12.0,"(0.057142857142857155, 0.08190865318773262)"
ZKKLD,Westeros,1.0,"(0.053191489361702135, 0.05569603119355178)"
ZKKLD,Westeros,2.0,"(0.05494505494505496, 0.04855607055576933)"
ZKKLD,Westeros,3.0,"(0.04958677685950414, 0.048897528695814506)"
ZKKLD,Westeros,4.0,"(0.054054054054054064, 0.04803136719610792)"
ZKKLD,Westeros,5.0,"(0.05128205128205128, 0.04810907556883568)"
ZKKLD,Westeros,6.0,"(0.05405405405405406, 0.04677757543983192)"
ZKKLD,Westeros,7.0,"(0.05, 0.05010975104738224)"
ZKKLD,Westeros,8.0,"(0.06779661016949151, 0.07427532410771426)"
ZKKLD,Westeros,9.0,"(0.05154639175257732, 0.0522070527397501)"
ZKKLD,Westeros,10.0,"(0.04999999999999999, 0.04952716672707879)"
ZKKLD,Westeros,11.0,"(0.053191489361702135, 0.041020516613358336)"
ZKKLD,Westeros,12.0,"(0.06329113924050635, 0.06491490273281399)"
ZKKLD,Yunkai,1.0,"(0.04697986577181208, 0.09833244688533947)"
ZKKLD,Yunkai,2.0,"(0.04964539007092199, 0.08264226889501598)"
ZKKLD,Yunkai,3.0,"(0.0472972972972973, 0.08123300459552202)"
ZKKLD,Yunkai,4.0,"(0.05228758169934641, 0.08319724404373348)"
ZKKLD,Yunkai,5.0,"(0.053691275167785234, 0.08561709225388595)"
ZKKLD,Yunkai,6.0,"(0.047619047619047616, 0.07746002983896709)"
ZKKLD,Yunkai,7.0,"(0.044585987261146494, 0.08151960189220657)"
ZKKLD,Yunkai,8.0,"(0.04571428571428571, 0.07445002083706434)"
ZKKLD,Yunkai,9.0,"(0.046511627906976744, 0.07303476104596375)"
ZKKLD,Yunkai,10.0,"(0.04519774011299435, 0.07218820167491054)"
ZKKLD,Yunkai,11.0,"(0.047058823529411764, 0.0732616687105495)"
ZKKLD,Yunkai,12.0,"(0.05405405405405406, 0.09192315397977205)"
ZKKLD,Zamunda,1.0,"(0.04697986577181208, 0.05206342895741661)"
ZKKLD,Zamunda,2.0,"(0.05185185185185185, 0.050767624274061104)"
ZKKLD,Zamunda,3.0,"(0.04580152671755725, 0.053378486474465664)"
ZKKLD,Zamunda,4.0,"(0.05128205128205129, 0.05295691084251888)"
ZKKLD,Zamunda,5.0,"(0.047999999999999994, 0.051013955246545464)"
ZKKLD,Zamunda,6.0,"(0.05084745762711865, 0.050790828811108094)"
ZKKLD,Zamunda,7.0,"(0.04504504504504504, 0.04353522890569238)"
ZKKLD,Zamunda,8.0,"(0.046153846153846156, 0.04826547469469106)"
ZKKLD,Zamunda,9.0,"(0.046875, 0.04530804428795778)"
ZKKLD,Zamunda,10.0,"(0.04666666666666667, 0.04741589881483126)"
ZKKLD,Zamunda,11.0,"(0.047619047619047616, 0.04957353177410675)"
ZKKLD,Zamunda,12.0,"(0.05185185185185185, 0.04980140995829404)"
ZKMVW,Aldovia,1.0,"(0.0481283422459893, 0.029447266860635042)"
ZKMVW,Aldovia,2.0,"(0.05, 0.029100034500635346)"
ZKMVW,Aldovia,3.0,"(0.04712041884816755, 0.025902975277616442)"
ZKMVW,Aldovia,4.0,"(0.05142857142857143, 0.030938822564603854)"
ZKMVW,Aldovia,5.0,"(0.0481283422459893, 0.027965215418610693)"
ZKMVW,Aldovia,6.0,"(0.04945054945054945, 0.029580794176002217)"
ZKMVW,Aldovia,7.0,"(0.04455445544554455, 0.026962604888457097)"
ZKMVW,Aldovia,8.0,"(0.047120418848167527, 0.030005925768796925)"
ZKMVW,Aldovia,9.0,"(0.049723756906077346, 0.02728122409940619)"
ZKMVW,Aldovia,10.0,"(0.046391752577319596, 0.02813762654635814)"
ZKMVW,Aldovia,11.0,"(0.04838709677419355, 0.029573084578352435)"
ZKMVW,Aldovia,12.0,"(0.05555555555555555, 0.032673203586210044)"
ZKMVW,Arendelle,1.0,"(0.04838709677419355, 0.059139145884051295)"
ZKMVW,Arendelle,2.0,"(0.05714285714285714, 0.07712608454284745)"
ZKMVW,Arendelle,3.0,"(0.047619047619047616, 0.06398635929957956)"
ZKMVW,Arendelle,4.0,"(0.049999999999999996, 0.0709657194924213)"
ZKMVW,Arendelle,5.0,"(0.04878048780487805, 0.06703063281644875)"
ZKMVW,Arendelle,6.0,"(0.04938271604938271, 0.07067810899074826)"
ZKMVW,Arendelle,7.0,"(0.04411764705882353, 0.06781739027131058)"
ZKMVW,Arendelle,8.0,"(0.046511627906976744, 0.06718603938604444)"
ZKMVW,Arendelle,9.0,"(0.05263157894736842, 0.07881428562750308)"
ZKMVW,Arendelle,10.0,"(0.04878048780487805, 0.07517149363862785)"
ZKMVW,Arendelle,11.0,"(0.045454545454545456, 0.06035773464767068)"
ZKMVW,Arendelle,12.0,"(0.04918032786885246, 0.068472152497457)"
ZKMVW,Arrakis,1.0,"(0.047619047619047616, 0.05621263785547658)"
ZKMVW,Arrakis,2.0,"(0.05, 0.05622190323270061)"
ZKMVW,Arrakis,3.0,"(0.04591836734693878, 0.05061707337385201)"
ZKMVW,Arrakis,4.0,"(0.047619047619047616, 0.050907493158903964)"
ZKMVW,Arrakis,5.0,"(0.0481283422459893, 0.055084882742062184)"
ZKMVW,Arrakis,6.0,"(0.04712041884816754, 0.050005534099462845)"
ZKMVW,Arrakis,7.0,"(0.046153846153846156, 0.050052367373243825)"
ZKMVW,Arrakis,8.0,"(0.04568527918781726, 0.04893229830684819)"
ZKMVW,Arrakis,9.0,"(0.047619047619047616, 0.05293886568511603)"
ZKMVW,Arrakis,10.0,"(0.045, 0.04762624436116098)"
ZKMVW,Arrakis,11.0,"(0.05172413793103448, 0.05481009073200536)"
ZKMVW,Arrakis,12.0,"(0.049723756906077346, 0.0561575952261001)"
ZKMVW,Asgard,1.0,"(0.04712041884816756, 0.03021144714656722)"
ZKMVW,Asgard,2.0,"(0.05, 0.028950208821408436)"
ZKMVW,Asgard,3.0,"(0.04639175257731959, 0.028596200649003416)"
ZKMVW,Asgard,4.0,"(0.05027932960893855, 0.033089221159983244)"
ZKMVW,Asgard,5.0,"(0.05357142857142857, 0.03130653572765633)"
ZKMVW,Asgard,6.0,"(0.0481283422459893, 0.030162508850317606)"
ZKMVW,Asgard,7.0,"(0.046875, 0.030475342267696)"
ZKMVW,Asgard,8.0,"(0.047872340425531915, 0.033588825175203736)"
ZKMVW,Asgard,9.0,"(0.046875, 0.026680608104464775)"
ZKMVW,Asgard,10.0,"(0.04522613065326633, 0.029077304919353206)"
ZKMVW,Asgard,11.0,"(0.05056179775280899, 0.031987535038197706)"
ZKMVW,Asgard,12.0,"(0.05806451612903227, 0.036163077805898926)"
ZKMVW,Atlantis,1.0,"(0.04819277108433734, 0.03523206974205688)"
ZKMVW,Atlantis,2.0,"(0.049689440993788817, 0.03496784492322503)"
ZKMVW,Atlantis,3.0,"(0.04697986577181208, 0.03170671460337795)"
ZKMVW,Atlantis,4.0,"(0.050955414012738856, 0.03627585286218995)"
ZKMVW,Atlantis,5.0,"(0.05142857142857143, 0.0337742700121886)"
ZKMVW,Atlantis,6.0,"(0.05027932960893856, 0.039995557517682905)"
